orderno|quantity|sCOrderID|productID
3210|3|1600|27
3211|4|1600|25
3212|6|1601|25
3213|6|1602|19
3214|7|1602|33
3215|1|1602|22
3216|2|1603|28
3217|6|1603|17
3218|2|1603|32
3219|7|1604|27
3220|3|1604|23
3221|5|1604|27
3222|10|1605|31
3223|7|1606|24
3224|2|1606|29
3225|3|1607|27
3226|6|1608|27
3227|10|1609|33
3228|2|1610|20
3229|8|1611|30
3230|5|1612|19
3231|10|1613|31
3232|8|1613|33
3233|9|1613|28
3234|1|1614|24
3235|8|1615|19
3236|5|1615|25
3237|6|1616|23
3238|9|1617|25
3239|2|1617|29
3240|5|1618|28
3241|9|1619|17
3242|9|1620|23
3243|10|1621|19
3244|1|1621|30
3245|2|1621|17
3246|3|1622|31
3247|7|1623|23
3248|10|1623|21
3249|10|1623|31
3250|7|1624|17
3251|8|1624|33
3252|10|1624|32
3253|2|1625|19
3254|3|1625|23
3255|1|1626|33
3256|6|1627|24
3257|5|1628|17
3258|1|1628|31
3259|6|1628|17
3260|3|1629|23
3261|1|1630|20
3262|3|1631|28
3263|6|1631|25
3264|8|1632|26
3265|5|1632|23
3266|10|1632|31
3267|6|1633|20
3268|6|1633|32
3269|5|1634|30
3270|2|1635|28
3271|6|1635|27
3272|8|1635|30
3273|6|1636|19
3274|7|1636|27
3275|6|1637|30
3276|7|1637|32
3277|3|1637|33
3278|10|1638|25
3279|1|1639|18
3280|2|1639|21
3281|3|1639|30
3282|7|1640|22
3283|8|1640|33
3284|4|1640|19
3285|5|1641|20
3286|4|1641|24
3287|4|1641|32
3288|8|1642|26
3289|9|1643|27
3290|5|1644|17
3291|7|1645|22
3292|2|1646|20
3293|6|1646|22
3294|5|1646|17
3295|3|1647|26
3296|4|1647|21
3297|7|1648|31
3298|3|1649|17
3299|3|1650|21
3300|2|1650|28
3301|4|1651|22
3302|1|1652|29
3303|2|1653|22
3304|10|1653|19
3305|2|1654|32
3306|9|1654|29
3307|1|1654|19
3308|1|1655|32
3309|1|1656|19
3310|2|1656|30
3311|7|1657|26
3312|9|1657|26
3313|3|1657|31
3314|5|1658|28
3315|9|1659|29
3316|3|1659|23
3317|1|1660|32
3318|3|1660|22
3319|6|1660|23
3320|1|1661|32
3321|3|1661|23
3322|2|1661|29
3323|10|1662|31
3324|4|1663|21
3325|2|1663|33
3326|7|1664|29
3327|5|1664|17
3328|4|1665|17
3329|2|1666|21
3330|5|1666|33
3331|8|1666|31
3332|10|1667|19
3333|8|1667|17
3334|4|1668|30
3335|7|1669|17
3336|8|1670|33
3337|3|1670|17
3338|2|1671|19
3339|5|1671|26
3340|2|1671|31
3341|1|1672|20
3342|6|1672|29
3343|10|1672|20
3344|10|1673|23
3345|6|1673|31
3346|6|1674|32
3347|5|1674|33
3348|10|1675|23
3349|10|1676|25
3350|2|1676|21
3351|2|1676|19
3352|1|1677|30
3353|9|1678|19
3354|5|1678|24
3355|2|1679|33
3356|1|1679|31
3357|4|1680|29
3358|8|1680|27
3359|1|1680|29
3360|5|1681|24
3361|5|1681|21
3362|4|1681|21
3363|7|1682|33
3364|2|1683|27
3365|6|1683|25
3366|8|1683|22
3367|6|1684|30
3368|6|1684|26
3369|9|1684|30
3370|7|1685|33
3371|2|1685|17
3372|3|1686|21
3373|7|1687|27
3374|9|1687|23
3375|8|1688|31
3376|8|1688|18
3377|9|1688|21
3378|3|1689|22
3379|5|1689|21
3380|10|1689|25
3381|6|1690|26
3382|10|1691|21
3383|6|1692|33
3384|1|1692|20
3385|6|1692|26
3386|7|1693|20
3387|8|1694|29
3388|4|1695|26
3389|10|1696|31
3390|6|1696|29
3391|6|1697|22
3392|3|1697|30
3393|7|1697|27
3394|9|1698|25
3395|9|1698|21
3396|5|1698|20
3397|3|1699|21
3398|9|1700|28
3399|9|1701|24
3400|5|1701|19
3401|6|1701|19
3402|4|1702|23
3403|7|1702|22
3404|6|1702|33
3405|9|1703|17
3406|6|1703|31
3407|10|1703|24
3408|2|1704|24
3409|1|1704|30
3410|6|1704|28
3411|3|1705|29
3412|6|1705|28
3413|8|1705|21
3414|8|1706|21
3415|10|1707|31
3416|5|1707|18
3417|6|1708|17
3418|10|1708|30
3419|1|1709|28
3420|4|1709|17
3421|6|1709|28
3422|3|1710|22
3423|6|1710|23
3424|4|1711|30
3425|7|1712|21
3426|1|1712|27
3427|2|1713|26
3428|1|1713|24
3429|8|1713|25
3430|5|1714|32
3431|7|1714|26
3432|3|1714|31
3433|9|1715|25
3434|4|1715|21
3435|3|1716|19
3436|10|1716|27
3437|3|1716|28
3438|8|1717|22
3439|10|1718|19
3440|9|1718|31
3441|1|1719|27
3442|8|1719|17
3443|1|1720|30
3444|2|1721|33
3445|2|1722|33
3446|7|1722|25
3447|6|1722|28
3448|4|1723|23
3449|6|1724|24
3450|4|1724|33
3451|3|1724|19
3452|1|1725|25
3453|10|1725|31
3454|9|1725|23
3455|5|1726|18
3456|7|1726|19
3457|3|1727|32
3458|4|1727|27
3459|4|1727|26
3460|9|1728|30
3461|5|1728|33
3462|5|1729|20
3463|5|1730|20
3464|8|1731|18
3465|4|1731|24
3466|7|1732|21
3467|9|1732|25
3468|5|1732|27
3469|3|1733|18
3470|3|1733|29
3471|10|1734|33
3472|3|1735|30
3473|2|1735|19
3474|1|1735|22
3475|4|1736|25
3476|2|1737|17
3477|9|1738|20
3478|5|1738|26
3479|7|1738|26
3480|8|1739|29
3481|7|1739|20
3482|5|1739|28
3483|9|1740|28
3484|3|1741|30
3485|2|1741|24
3486|7|1741|23
3487|1|1742|20
3488|4|1742|18
3489|2|1743|31
3490|7|1744|32
3491|7|1745|22
3492|1|1745|24
3493|7|1746|17
3494|1|1747|28
3495|5|1747|22
3496|6|1747|19
3497|5|1748|18
3498|8|1748|28
3499|6|1749|28
3500|5|1749|24
3501|7|1749|28
3502|4|1750|28
3503|10|1750|31
3504|8|1750|23
3505|6|1751|22
3506|6|1751|21
3507|3|1751|19
3508|7|1752|21
3509|5|1752|32
3510|8|1752|30
3511|8|1753|32
3512|9|1754|29
3513|9|1754|17
3514|5|1754|22
3515|8|1755|29
3516|1|1756|24
3517|4|1757|22
3518|3|1758|33
3519|9|1759|26
3520|8|1759|21
3521|9|1759|19
3522|10|1760|21
3523|6|1760|22
3524|6|1760|25
3525|4|1761|26
3526|3|1761|22
3527|6|1761|17
3528|4|1762|28
3529|7|1762|33
3530|3|1763|30
3531|3|1763|33
3532|4|1763|17
3533|7|1764|22
3534|1|1764|20
3535|6|1765|23
3536|5|1765|20
3537|3|1766|24
3538|4|1766|26
3539|9|1767|33
3540|7|1767|33
3541|9|1768|32
3542|6|1769|23
3543|5|1769|30
3544|9|1770|26
3545|4|1771|27
3546|1|1771|30
3547|9|1772|28
3548|1|1772|20
3549|9|1773|21
3550|8|1774|23
3551|8|1775|26
3552|1|1775|22
3553|1|1776|27
3554|8|1776|22
3555|5|1776|23
3556|2|1777|28
3557|5|1777|26
3558|6|1778|24
3559|1|1779|26
3560|10|1780|19
3561|5|1780|26
3562|2|1780|29
3563|2|1781|17
3564|6|1781|27
3565|8|1781|18
3566|4|1782|29
3567|7|1783|24
3568|7|1784|22
3569|6|1784|29
3570|1|1784|26
3571|2|1785|25
3572|7|1786|23
3573|5|1787|23
3574|9|1787|30
3575|6|1787|22
3576|2|1788|27
3577|2|1788|23
3578|2|1788|30
3579|2|1789|21
3580|1|1790|19
3581|2|1791|29
3582|3|1792|29
3583|9|1793|27
3584|3|1793|18
3585|10|1793|26
3586|6|1794|33
3587|7|1795|18
3588|7|1795|23
3589|5|1796|23
3590|5|1796|20
3591|2|1797|17
3592|4|1798|33
3593|7|1798|28
3594|10|1798|17
3595|5|1799|18
3596|6|1799|27
3597|3|1799|28
3598|6|1800|30
3599|9|1801|31
3600|8|1801|32
3601|4|1802|33
3602|5|1802|27
3603|9|1802|20
3604|3|1803|30
3605|2|1803|17
3606|6|1804|23
3607|5|1805|28
3608|2|1805|24
3609|5|1806|27
3610|3|1806|30
3611|10|1806|28
3612|3|1807|21
3613|7|1807|23
3614|7|1808|27
3615|3|1808|33
3616|3|1808|20
3617|7|1809|31
3618|6|1810|23
3619|5|1811|20
3620|6|1811|21
3621|9|1811|25
3622|6|1812|25
3623|5|1812|17
3624|6|1812|28
3625|1|1813|18
3626|7|1813|19
3627|4|1814|24
3628|2|1815|24
3629|5|1816|19
3630|1|1816|32
3631|1|1817|20
3632|2|1817|28
3633|3|1818|26
3634|4|1818|32
3635|7|1819|20
3636|4|1820|28
3637|4|1820|31
3638|4|1820|33
3639|3|1821|32
3640|6|1822|17
3641|4|1823|19
3642|10|1824|33
3643|9|1824|26
3644|1|1824|17
3645|7|1825|33
3646|3|1825|31
3647|6|1825|19
3648|1|1826|33
3649|8|1826|18
3650|9|1827|18
3651|2|1827|20
3652|4|1828|26
3653|10|1828|33
3654|10|1828|29
3655|2|1829|17
3656|9|1829|25
3657|8|1829|22
3658|9|1830|25
3659|6|1831|28
3660|1|1831|19
3661|8|1831|28
3662|3|1832|31
3663|3|1833|31
3664|5|1833|20
3665|10|1833|20
3666|7|1834|32
3667|2|1834|18
3668|8|1835|33
3669|8|1836|28
3670|6|1837|33
3671|1|1837|20
3672|5|1837|32
3673|6|1838|19
3674|6|1838|30
3675|10|1838|27
3676|10|1839|29
3677|6|1839|32
3678|7|1839|19
3679|9|1840|20
3680|2|1841|33
3681|5|1841|33
3682|6|1842|20
3683|6|1842|28
3684|6|1843|28
3685|9|1843|18
3686|2|1844|24
3687|3|1845|20
3688|9|1845|31
3689|1|1846|33
3690|2|1846|28
3691|6|1846|32
3692|9|1847|23
3693|4|1848|27
3694|3|1849|24
3695|10|1850|20
3696|7|1851|28
3697|1|1852|32
3698|7|1853|30
3699|10|1854|30
3700|7|1855|18
3701|1|1855|23
3702|4|1855|22
3703|4|1856|25
3704|5|1856|20
3705|3|1856|23
3706|5|1857|17
3707|5|1857|17
3708|9|1857|19
3709|2|1858|21
3710|9|1858|21
3711|4|1859|17
3712|9|1859|18
3713|8|1860|23
3714|10|1860|28
3715|10|1860|18
3716|2|1861|23
3717|4|1861|33
3718|3|1861|22
3719|9|1862|30
3720|10|1862|23
3721|9|1863|19
3722|2|1863|19
3723|5|1863|33
3724|7|1864|27
3725|10|1865|28
3726|7|1865|28
3727|9|1866|17
3728|1|1866|21
3729|4|1867|19
3730|7|1868|31
3731|6|1868|33
3732|7|1869|30
3733|2|1870|22
3734|3|1870|25
3735|6|1871|29
3736|3|1871|18
3737|1|1872|31
3738|10|1873|30
3739|10|1874|27
3740|9|1874|25
3741|6|1875|28
3742|7|1875|30
3743|9|1875|17
3744|6|1876|28
3745|4|1876|17
3746|2|1877|28
3747|7|1877|23
3748|6|1878|28
3749|6|1878|30
3750|5|1879|33
3751|6|1880|25
3752|1|1881|33
3753|10|1882|31
3754|2|1882|28
3755|7|1883|22
3756|5|1884|17
3757|2|1884|25
3758|9|1885|21
3759|2|1885|26
3760|9|1886|24
3761|6|1887|20
3762|2|1887|28
3763|3|1888|31
3764|6|1888|30
3765|9|1889|29
3766|1|1889|17
3767|6|1890|19
3768|4|1890|17
3769|1|1890|22
3770|4|1891|29
3771|7|1892|29
3772|1|1892|27
3773|4|1893|32
3774|1|1894|26
3775|4|1894|20
3776|3|1894|26
3777|4|1895|25
3778|9|1896|17
3779|2|1896|18
3780|3|1897|21
3781|1|1897|20
3782|2|1897|24
3783|10|1898|24
3784|6|1898|24
3785|1|1898|33
3786|6|1899|27
3787|3|1899|32
3788|6|1899|32
3789|9|1900|33
3790|8|1901|19
3791|6|1902|17
3792|5|1903|25
3793|10|1903|30
3794|9|1903|17
3795|6|1904|17
3796|10|1905|21
3797|2|1905|21
3798|9|1905|33
3799|4|1906|33
3800|2|1907|32
3801|7|1907|28
3802|10|1908|23
3803|1|1908|30
3804|6|1908|22
3805|7|1909|31
3806|1|1910|30
3807|3|1910|31
3808|2|1911|26
3809|2|1912|21
3810|8|1912|31
3811|2|1912|17
3812|5|1913|32
3813|6|1913|28
3814|8|1914|17
3815|5|1914|33
3816|2|1915|32
3817|4|1915|20
3818|5|1916|23
3819|10|1916|20
3820|6|1917|19
3821|1|1917|25
3822|6|1918|19
3823|1|1918|27
3824|7|1918|25
3825|3|1919|24
3826|6|1919|22
3827|5|1919|18
3828|7|1920|23
3829|6|1920|28
3830|9|1920|18
3831|9|1921|25
3832|6|1922|21
3833|1|1922|26
3834|2|1922|31
3835|10|1923|18
3836|6|1924|19
3837|5|1924|23
3838|2|1924|27
3839|1|1925|32
3840|9|1925|21
3841|3|1925|33
3842|6|1926|29
3843|5|1926|27
3844|6|1926|26
3845|7|1927|17
3846|3|1927|24
3847|1|1928|26
3848|3|1928|20
3849|9|1929|18
3850|2|1929|33
3851|10|1929|25
3852|2|1930|19
3853|5|1930|22
3854|2|1931|21
3855|10|1932|18
3856|5|1932|23
3857|8|1932|27
3858|8|1933|29
3859|4|1934|28
3860|10|1934|30
3861|3|1935|32
3862|9|1936|22
3863|7|1936|17
3864|10|1936|18
3865|5|1937|26
3866|7|1937|32
3867|2|1938|28
3868|9|1939|26
3869|3|1939|33
3870|5|1939|17
3871|9|1940|26
3872|9|1940|20
3873|3|1941|30
3874|10|1942|22
3875|7|1942|33
3876|3|1943|17
3877|2|1944|18
3878|10|1945|22
3879|5|1946|30
3880|6|1946|18
3881|10|1946|19
3882|1|1947|31
3883|2|1947|28
3884|8|1947|30
3885|4|1948|25
3886|1|1948|25
3887|7|1949|31
3888|10|1949|18
3889|2|1949|23
3890|4|1950|26
3891|5|1950|20
3892|9|1950|30
3893|9|1951|17
3894|5|1951|20
3895|9|1952|19
3896|8|1952|25
3897|3|1952|33
3898|9|1953|33
3899|1|1953|31
3900|5|1953|31
3901|1|1954|19
3902|5|1954|28
3903|1|1955|27
3904|6|1955|18
3905|9|1956|29
3906|3|1956|33
3907|5|1957|19
3908|9|1957|33
3909|9|1958|26
3910|10|1958|30
3911|3|1959|29
3912|5|1960|30
3913|10|1960|18
3914|2|1961|17
3915|2|1961|33
3916|1|1962|32
3917|5|1962|28
3918|1|1963|26
3919|3|1963|17
3920|2|1963|19
3921|8|1964|26
3922|5|1964|25
3923|1|1964|21
3924|10|1965|17
3925|9|1965|20
3926|3|1966|24
3927|3|1967|18
3928|7|1968|26
3929|2|1968|18
3930|9|1969|18
3931|9|1969|17
3932|6|1970|33
3933|7|1970|30
3934|9|1971|33
3935|7|1971|24
3936|5|1972|21
3937|3|1972|24
3938|2|1972|24
3939|4|1973|18
3940|10|1974|19
3941|3|1975|33
3942|10|1975|27
3943|1|1975|20
3944|2|1976|29
3945|9|1976|24
3946|3|1976|32
3947|4|1977|33
3948|5|1977|21
3949|3|1978|26
3950|6|1979|28
3951|6|1979|25
3952|7|1980|26
3953|7|1980|33
3954|1|1980|20
3955|9|1981|28
3956|5|1981|32
3957|8|1981|29
3958|5|1982|30
3959|7|1982|32
3960|8|1982|28
3961|8|1983|17
3962|7|1983|27
3963|1|1983|20
3964|5|1984|22
3965|3|1985|23
3966|8|1985|24
3967|6|1985|29
3968|7|1986|23
3969|2|1986|18
3970|5|1986|30
3971|4|1987|22
3972|5|1988|20
3973|4|1988|30
3974|10|1989|20
3975|7|1989|20
3976|7|1989|24
3977|9|1990|24
3978|8|1990|31
3979|7|1991|17
3980|8|1992|22
3981|10|1992|23
3982|7|1993|27
3983|9|1993|25
3984|10|1993|32
3985|5|1994|28
3986|3|1995|27
3987|6|1996|32
3988|10|1997|21
3989|4|1997|32
3990|7|1997|18
3991|5|1998|19
3992|2|1999|24
3993|6|1999|28
3994|9|2000|20
3995|7|2000|20
3996|3|2000|27
3997|2|2001|17
3998|3|2001|23
3999|5|2001|21
4000|6|2002|18
4001|9|2003|31
4002|3|2003|24
4003|1|2003|17
4004|3|2004|21
4005|9|2004|26
4006|2|2004|24
4007|4|2005|23
4008|5|2005|31
4009|10|2005|26
4010|5|2006|32
4011|5|2007|31
4012|2|2007|27
4013|3|2008|29
4014|1|2008|22
4015|3|2009|17
4016|4|2009|18
4017|4|2010|30
4018|1|2010|32
4019|10|2011|25
4020|9|2011|19
4021|5|2012|25
4022|2|2012|21
4023|9|2012|32
4024|1|2013|23
4025|3|2013|33
4026|6|2014|25
4027|2|2014|21
4028|3|2015|32
4029|7|2016|33
4030|8|2016|18
4031|4|2017|19
4032|4|2017|24
4033|9|2017|23
4034|4|2018|33
4035|10|2018|22
4036|1|2018|19
4037|8|2019|23
4038|6|2019|19
4039|9|2019|33
4040|4|2020|22
4041|1|2021|26
4042|1|2022|21
4043|6|2023|32
4044|4|2023|33
4045|2|2023|30
4046|8|2024|26
4047|6|2024|23
4048|2|2025|32
4049|5|2025|17
4050|6|2025|31
4051|7|2026|33
4052|5|2027|23
4053|9|2027|28
4054|5|2028|23
4055|1|2028|31
4056|6|2028|21
4057|7|2029|28
4058|9|2030|33
4059|5|2030|18
4060|8|2031|28
4061|3|2031|28
4062|10|2032|20
4063|4|2032|17
4064|2|2032|33
4065|4|2033|26
4066|7|2033|18
4067|9|2034|24
4068|8|2034|33
4069|4|2034|20
4070|8|2035|27
4071|7|2035|18
4072|5|2035|27
4073|4|2036|33
4074|5|2036|33
4075|6|2037|25
4076|7|2037|32
4077|6|2037|27
4078|4|2038|19
4079|8|2038|23
4080|5|2038|17
4081|7|2039|33
4082|9|2039|27
4083|7|2039|32
4084|2|2040|24
4085|3|2040|22
4086|10|2040|20
4087|6|2041|24
4088|3|2042|30
4089|8|2042|32
4090|3|2042|28
4091|2|2043|28
4092|6|2043|31
4093|3|2043|24
4094|5|2044|25
4095|4|2044|29
4096|6|2045|28
4097|4|2045|31
4098|5|2045|32
4099|9|2046|21
4100|3|2046|32
4101|9|2047|20
4102|8|2048|32
4103|8|2048|19
4104|2|2049|18
4105|6|2050|28
4106|8|2050|20
4107|1|2051|33
4108|2|2051|18
4109|1|2052|30
4110|8|2053|24
4111|1|2053|28
4112|10|2054|32
4113|7|2054|21
4114|3|2054|29
4115|3|2055|17
4116|6|2055|22
4117|1|2055|33
4118|9|2056|26
4119|10|2057|25
4120|4|2057|24
4121|6|2057|20
4122|10|2058|26
4123|1|2059|30
4124|6|2059|29
4125|3|2060|27
4126|5|2061|20
4127|1|2062|18
4128|7|2062|27
4129|10|2063|22
4130|8|2063|30
4131|4|2064|32
4132|8|2065|33
4133|9|2066|25
4134|4|2066|32
4135|3|2067|22
4136|8|2068|23
4137|4|2068|25
4138|1|2068|20
4139|8|2069|29
4140|4|2069|33
4141|7|2070|33
4142|9|2071|18
4143|9|2071|18
4144|4|2072|26
4145|9|2072|23
4146|3|2073|23
4147|5|2073|20
4148|3|2074|33
4149|7|2075|29
4150|8|2076|32
4151|7|2076|27
4152|8|2077|24
4153|9|2077|28
4154|3|2077|17
4155|8|2078|21
4156|2|2078|31
4157|7|2079|33
4158|6|2080|33
4159|4|2081|21
4160|6|2081|30
4161|3|2081|22
4162|4|2082|27
4163|8|2082|31
4164|1|2083|24
4165|5|2084|21
4166|7|2085|23
4167|9|2085|26
4168|8|2086|17
4169|8|2086|19
4170|8|2087|31
4171|10|2087|29
4172|7|2088|18
4173|4|2088|20
4174|2|2089|27
4175|7|2090|18
4176|10|2091|29
4177|5|2091|18
4178|3|2091|19
4179|1|2092|20
4180|5|2093|20
4181|6|2093|17
4182|10|2093|30
4183|2|2094|25
4184|6|2095|29
4185|7|2095|33
4186|7|2095|19
4187|5|2096|22
4188|2|2096|23
4189|6|2097|22
4190|4|2097|25
4191|6|2098|26
4192|10|2098|23
4193|5|2098|20
4194|4|2099|33
4195|7|2100|26
4196|7|2101|24
4197|3|2101|33
4198|2|2102|23
4199|4|2102|26
4200|5|2102|33
4201|5|2103|33
4202|7|2103|25
4203|1|2104|26
4204|10|2104|21
4205|10|2104|18
4206|7|2105|28
4207|8|2105|32
4208|5|2105|30
4209|2|2106|27
4210|8|2106|28
4211|10|2106|29
4212|5|2107|24
4213|8|2107|30
4214|7|2107|26
4215|9|2108|24
4216|9|2108|21
4217|2|2108|18
4218|3|2109|28
4219|8|2109|19
4220|8|2110|30
4221|7|2110|29
4222|7|2110|32
4223|5|2111|23
4224|6|2111|22
4225|9|2111|18
4226|6|2112|19
4227|7|2112|23
4228|10|2112|18
4229|4|2113|31
4230|7|2113|33
4231|8|2113|28
4232|10|2114|26
4233|7|2115|30
4234|1|2115|25
4235|4|2115|26
4236|10|2116|22
4237|4|2116|25
4238|3|2117|21
4239|3|2118|24
4240|4|2119|19
4241|4|2120|30
4242|9|2120|18
4243|6|2121|21
4244|4|2122|23
4245|6|2122|33
4246|3|2123|20
4247|6|2124|17
4248|3|2124|28
4249|8|2124|31
4250|4|2125|23
4251|10|2125|22
4252|6|2126|19
4253|9|2127|25
4254|7|2128|19
4255|2|2129|21
4256|2|2130|26
4257|4|2130|23
4258|8|2130|19
4259|10|2131|27
4260|1|2132|28
4261|4|2133|17
4262|2|2134|26
4263|4|2134|28
4264|9|2135|19
4265|5|2136|25
4266|4|2136|32
4267|4|2136|20
4268|7|2137|25
4269|6|2137|19
4270|1|2137|18
4271|4|2138|31
4272|1|2138|28
4273|9|2139|28
4274|8|2139|22
4275|10|2139|23
4276|7|2140|29
4277|8|2141|26
4278|4|2141|25
4279|5|2142|17
4280|10|2143|27
4281|3|2143|30
4282|10|2143|28
4283|2|2144|25
4284|3|2144|19
4285|1|2145|21
4286|4|2146|29
4287|8|2147|21
4288|5|2147|32
4289|9|2148|29
4290|4|2148|20
4291|6|2149|23
4292|2|2149|22
4293|2|2149|30
4294|1|2150|23
4295|6|2150|27
4296|6|2150|27
4297|2|2151|30
4298|7|2151|17
4299|2|2151|29
4300|10|2152|18
4301|6|2152|23
4302|2|2152|30
4303|6|2153|25
4304|8|2154|25
4305|3|2154|21
4306|3|2155|24
4307|7|2155|28
4308|6|2155|25
4309|6|2156|18
4310|3|2156|25
4311|4|2156|27
4312|10|2157|21
4313|10|2158|29
4314|7|2158|22
4315|6|2158|30
4316|7|2159|21
4317|5|2159|22
4318|8|2159|18
4319|2|2160|21
4320|3|2160|29
4321|3|2161|19
4322|8|2161|31
4323|9|2161|22
4324|1|2162|25
4325|2|2163|26
4326|2|2163|27
4327|5|2164|24
4328|6|2164|29
4329|10|2164|33
4330|10|2165|29
4331|6|2165|26
4332|5|2166|19
4333|9|2166|32
4334|6|2167|20
4335|3|2167|31
4336|10|2167|24
4337|2|2168|32
4338|6|2169|33
4339|6|2169|21
4340|9|2170|28
4341|9|2171|19
4342|8|2171|19
4343|4|2172|24
4344|4|2173|27
4345|3|2174|17
4346|1|2174|18
4347|6|2175|20
4348|3|2175|31
4349|3|2176|23
4350|10|2176|22
4351|2|2177|33
4352|6|2178|31
4353|5|2178|31
4354|9|2178|23
4355|1|2179|24
4356|3|2180|28
4357|1|2180|23
4358|4|2181|23
4359|2|2181|24
4360|1|2181|21
4361|3|2182|29
4362|10|2182|31
4363|1|2182|30
4364|4|2183|27
4365|7|2184|26
4366|3|2184|23
4367|3|2185|29
4368|5|2185|17
4369|10|2185|22
4370|7|2186|17
4371|8|2186|23
4372|6|2187|18
4373|5|2187|25
4374|4|2188|18
4375|3|2188|24
4376|10|2188|32
4377|4|2189|30
4378|7|2189|23
4379|8|2189|19
4380|2|2190|19
4381|6|2190|19
4382|9|2190|17
4383|4|2191|25
4384|9|2192|24
4385|5|2193|24
4386|9|2193|27
4387|2|2194|20
4388|6|2194|28
4389|1|2195|18
4390|9|2195|21
4391|4|2195|18
4392|2|2196|29
4393|10|2196|25
4394|5|2197|29
4395|1|2197|17
4396|9|2198|20
4397|1|2198|17
4398|5|2198|17
4399|4|2199|20
4400|10|2199|26
4401|1|2199|29
4402|6|2200|31
4403|8|2200|22
4404|2|2201|32
4405|10|2202|18
4406|7|2203|33
4407|7|2204|28
4408|3|2204|18
4409|9|2204|27
4410|2|2205|31
4411|5|2206|33
4412|10|2207|20
4413|5|2207|20
4414|7|2208|27
4415|7|2208|28
4416|8|2209|23
4417|5|2209|31
4418|9|2209|28
4419|8|2210|27
4420|8|2211|19
4421|6|2211|17
4422|1|2212|33
4423|10|2212|25
4424|8|2212|31
4425|4|2213|30
4426|10|2213|30
4427|8|2213|18
4428|1|2214|18
4429|5|2214|28
4430|3|2214|23
4431|1|2215|23
4432|4|2215|29
4433|8|2215|24
4434|2|2216|24
4435|2|2216|20
4436|7|2217|21
4437|4|2218|25
4438|10|2218|27
4439|10|2218|31
4440|3|2219|18
4441|1|2219|24
4442|9|2220|20
4443|1|2220|32
4444|9|2221|20
4445|7|2221|24
4446|8|2221|30
4447|1|2222|26
4448|7|2223|32
4449|2|2224|17
4450|3|2225|30
4451|6|2225|30
4452|9|2226|21
4453|7|2226|31
4454|10|2226|24
4455|2|2227|24
4456|3|2227|23
4457|9|2228|33
4458|4|2229|27
4459|1|2229|24
4460|4|2229|28
4461|3|2230|18
4462|5|2231|21
4463|1|2232|33
4464|1|2232|23
4465|6|2232|31
4466|2|2233|22
4467|1|2233|17
4468|3|2234|20
4469|8|2234|24
4470|6|2234|31
4471|1|2235|23
4472|7|2235|25
4473|1|2235|21
4474|5|2236|18
4475|10|2236|28
4476|2|2236|29
4477|10|2237|33
4478|6|2237|31
4479|10|2238|31
4480|10|2238|19
4481|9|2239|32
4482|7|2239|21
4483|6|2240|20
4484|8|2241|17
4485|7|2242|24
4486|4|2242|24
4487|4|2243|22
4488|9|2244|25
4489|3|2245|19
4490|4|2245|26
4491|4|2246|26
4492|3|2247|25
4493|10|2248|19
4494|2|2248|18
4495|2|2248|22
4496|6|2249|28
4497|10|2250|21
4498|10|2250|19
4499|2|2251|24
4500|3|2252|26
4501|7|2253|17
4502|6|2253|22
4503|8|2254|17
4504|1|2254|22
4505|7|2255|18
4506|8|2255|21
4507|9|2255|23
4508|3|2256|23
4509|2|2256|33
4510|1|2257|17
4511|8|2257|28
4512|8|2258|21
4513|4|2258|17
4514|5|2258|19
4515|5|2259|32
4516|4|2260|17
4517|4|2261|33
4518|9|2261|21
4519|7|2262|24
4520|1|2262|25
4521|3|2262|24
4522|1|2263|19
4523|3|2263|26
4524|3|2264|30
4525|1|2265|33
4526|10|2265|27
4527|6|2266|19
4528|2|2266|23
4529|4|2267|31
4530|3|2267|26
4531|9|2268|21
4532|2|2268|29
4533|8|2269|21
4534|2|2269|28
4535|10|2270|27
4536|7|2270|29
4537|4|2271|26
4538|3|2271|26
4539|6|2272|29
4540|4|2272|32
4541|6|2273|30
4542|8|2273|28
4543|4|2274|17
4544|5|2274|32
4545|3|2275|31
4546|4|2276|29
4547|5|2276|20
4548|8|2276|24
4549|7|2277|20
4550|8|2277|17
4551|10|2278|22
4552|3|2278|18
4553|8|2278|29
4554|6|2279|28
4555|6|2279|17
4556|4|2279|20
4557|2|2280|25
4558|8|2281|17
4559|2|2282|33
4560|8|2283|32
4561|9|2283|26
4562|9|2283|19
4563|3|2284|21
4564|10|2284|18
4565|1|2284|28
4566|8|2285|27
4567|5|2285|33
4568|8|2285|23
4569|8|2286|27
4570|2|2286|19
4571|2|2286|26
4572|2|2287|21
4573|3|2287|31
4574|2|2288|28
4575|6|2288|28
4576|7|2288|25
4577|6|2289|29
4578|4|2290|28
4579|9|2291|17
4580|9|2291|23
4581|6|2291|21
4582|6|2292|25
4583|3|2292|25
4584|1|2293|32
4585|3|2294|31
4586|2|2294|30
4587|8|2294|28
4588|10|2295|32
4589|8|2296|17
4590|2|2296|20
4591|5|2297|24
4592|3|2297|17
4593|4|2298|29
4594|9|2298|33
4595|4|2298|33
4596|9|2299|18
4597|4|2299|25
4598|6|2300|21
4599|3|2301|31
4600|1|2301|31
4601|6|2302|21
4602|7|2303|24
4603|1|2303|23
4604|4|2304|23
4605|1|2305|19
4606|2|2305|26
4607|2|2305|21
